CLIENT_ID,CLIENT_TYPE
ID303154,Onetime
ID310291,Business
ID888634,Onetime
ID330507,Retirement
ID253757,Retirement
ID479531,Retirement
ID806554,Healthy
ID610620,Retirement
ID033723,Onetime
ID670816,Onetime
ID505142,Onetime
ID142997,Retirement
ID583642,Healthy
ID224319,Healthy
ID083760,Retirement
ID025458,Healthy
ID516019,Healthy
ID969470,Onetime
ID604903,Onetime
ID154231,Retirement
ID346636,Retirement
ID589044,Business
ID430200,Onetime
ID564413,Onetime
ID119963,Business
ID992723,Retirement
ID173788,Onetime
ID433538,Healthy
ID776628,Business
ID625030,Healthy
ID316188,Onetime
ID516973,Business
ID969357,Onetime
ID117430,Onetime
ID870759,Onetime
ID361173,Retirement
ID753345,Business
ID308615,Onetime
ID390734,Business
ID300748,Onetime
ID700577,Onetime
ID303302,Business
ID350762,Onetime
ID665324,Onetime
ID537362,Business
ID747109,Retirement
ID569886,Retirement
ID110103,Onetime
ID349208,Healthy
ID389999,Onetime
ID383686,Healthy
ID694512,Retirement
ID750549,Retirement
ID010233,Onetime
ID558573,Onetime
ID534107,Healthy
ID659389,Retirement
ID336996,Onetime
ID762625,Business
ID854021,Retirement
ID538500,Retirement
ID421441,Onetime
ID008691,Onetime
ID163115,Onetime
ID268720,Business
ID067909,Onetime
ID776303,Retirement
ID494764,Retirement
ID172570,Onetime
ID765109,Business
ID293176,Healthy
ID327941,Business
ID707491,Healthy
ID847687,Retirement
ID336744,Onetime
ID519737,Onetime
ID644683,Business
ID740598,Onetime
ID737240,Onetime
ID155449,Onetime
ID924123,Business
ID676569,Onetime
ID813114,Onetime
ID874571,Onetime
ID477423,Onetime
ID344566,Onetime
ID971358,Onetime
ID646914,Business
ID293978,Onetime
ID127920,Healthy
ID408914,Business
ID510578,Business
ID706185,Business
ID268664,Healthy
ID631742,Onetime
ID254606,Business
ID568476,Onetime
ID003499,Onetime
ID100280,Business
ID482204,Retirement
ID491833,Business
ID173958,Onetime
ID054506,Business
ID062896,Onetime
ID970819,Retirement
ID592053,Business
ID688224,Healthy
ID754283,Business
ID158166,Onetime
ID495186,Healthy
ID269593,Healthy
ID378848,Healthy
ID313728,Onetime
ID560160,Business
ID677061,Onetime
ID123550,Business
ID142762,Healthy
ID532158,Business
ID728494,Onetime
ID070437,Healthy
ID155145,Onetime
ID869898,Onetime
ID149685,Onetime
ID177385,Business
ID345341,Onetime
ID840413,Business
ID222341,Business
ID877174,Business
ID310223,Retirement
ID658110,Healthy
ID545015,Retirement
ID039256,Healthy
ID900451,Retirement
ID958071,Onetime
ID559003,Healthy
ID230674,Retirement
ID623974,Onetime
ID302124,Retirement
ID061283,Retirement
ID834883,Onetime
ID056011,Business
ID273267,Business
ID896619,Onetime
ID601185,Onetime
ID492036,Retirement
ID065611,Onetime
ID155231,Onetime
ID863198,Retirement
ID206448,Healthy
ID169245,Retirement
ID762736,Onetime
ID046450,Business
ID853055,Onetime
ID375613,Onetime
ID527709,Business
ID455197,Healthy
ID159401,Healthy
ID185658,Business
ID897983,Healthy
ID774878,Onetime
ID870310,Business
ID634375,Healthy
ID008903,Business
ID271679,Onetime
ID006384,Business
ID194851,Retirement
ID436781,Retirement
ID078129,Retirement
ID277702,Onetime
ID101776,Business
ID171212,Onetime
ID523906,Onetime
ID452483,Business
ID650981,Onetime
ID143450,Retirement
ID324169,Business
ID734003,Retirement
ID372000,Retirement
ID901717,Business
ID333013,Business
ID714755,Onetime
ID690651,Onetime
ID003321,Healthy
ID681242,Onetime
ID458389,Business
ID964449,Business
ID770245,Business
ID170417,Business
ID335106,Business
ID731636,Retirement
ID114125,Onetime
ID818012,Onetime
ID780824,Retirement
ID212754,Retirement
ID883534,Onetime
ID566141,Onetime
ID540394,Retirement
ID536561,Healthy
ID857944,Onetime
ID273866,Onetime
ID983178,Healthy
ID485635,Onetime
ID348029,Business
ID684122,Onetime
ID078543,Onetime
ID168199,Onetime
ID600790,Business
ID545208,Onetime
ID467526,Healthy
ID334686,Onetime
ID568546,Onetime
ID423975,Business
ID242281,Onetime
ID011740,Healthy
ID347282,Healthy
ID899070,Onetime
ID204708,Retirement
ID771132,Healthy
ID356076,Onetime
ID484282,Onetime
ID492959,Business
ID622898,Onetime
ID687393,Business
ID945926,Onetime
ID324155,Healthy
ID988178,Business
ID452505,Onetime
ID372975,Onetime
ID056494,Business
ID373830,Healthy
ID864251,Retirement
ID226456,Healthy
ID754172,Business
ID824356,Business
ID595687,Onetime
ID788510,Retirement
ID662402,Onetime
ID963200,Business
ID859376,Onetime
ID842224,Business
ID032251,Healthy
ID564194,Onetime
ID118848,Healthy
ID457382,Business
ID515109,Retirement
ID750495,Onetime
ID752152,Business
ID711713,Healthy
ID181613,Business
ID463368,Onetime
ID204721,Business
ID027817,Business
ID330994,Retirement
ID286943,Healthy
ID102540,Onetime
ID991122,Onetime
ID801078,Healthy
ID179040,Onetime
ID265317,Healthy
ID237282,Business
ID717942,Retirement
ID001550,Retirement
ID277684,Business
ID065042,Retirement
ID263679,Healthy
ID672297,Business
ID027791,Onetime
ID053377,Onetime
ID561680,Healthy
ID926332,Retirement
ID007589,Healthy
ID560853,Business
ID343288,Business
ID211561,Retirement
ID453488,Business
ID525506,Business
ID255006,Business
ID494187,Retirement
ID936109,Healthy
ID227792,Healthy
ID625637,Business
ID375159,Onetime
ID564489,Business
ID970666,Healthy
ID146619,Retirement
ID811138,Onetime
ID129193,Onetime
ID050926,Onetime
ID569945,Onetime
ID811490,Retirement
ID689853,Retirement
ID650694,Business
ID375605,Onetime
ID729552,Retirement
ID721707,Healthy
ID421902,Healthy
ID391312,Onetime
ID341287,Business
ID507417,Onetime
ID746636,Retirement
ID601305,Onetime
ID327640,Onetime
ID684886,Business
ID664017,Onetime
ID647042,Retirement
ID219418,Onetime
ID687743,Onetime
ID678798,Onetime
ID755284,Healthy
ID631607,Business
ID068632,Onetime
ID260855,Onetime
ID897929,Onetime
ID299822,Onetime
ID302936,Onetime
ID347078,Onetime
ID258829,Business
ID163597,Onetime
ID932887,Healthy
ID724961,Retirement
ID357879,Onetime
ID016885,Business
ID934271,Retirement
ID586224,Business
ID206430,Healthy
ID826236,Healthy
ID434230,Business
ID616425,Business
ID085376,Healthy
ID479665,Retirement
ID989636,Onetime
ID739455,Business
ID973083,Onetime
ID256240,Business
ID957530,Onetime
ID794753,Healthy
ID506703,Onetime
ID752307,Retirement
ID696248,Onetime
ID645922,Onetime
ID258399,Healthy
ID527138,Healthy
ID668170,Business
ID923807,Business
ID002095,Retirement
ID103045,Healthy
ID586365,Onetime
ID813599,Healthy
ID890955,Onetime
ID508295,Healthy
ID049932,Onetime
ID377003,Business
ID025251,Healthy
ID551623,Onetime
ID948134,Business
ID470957,Healthy
ID945101,Onetime
ID839608,Onetime
ID601956,Retirement
ID248718,Retirement
ID193134,Onetime
ID444440,Onetime
ID364042,Retirement
ID743909,Retirement
ID914547,Healthy
ID909362,Healthy
ID800970,Onetime
ID115797,Onetime
ID147494,Onetime
ID684101,Healthy
ID615736,Onetime
ID852092,Onetime
ID058970,Business
ID623674,Onetime
ID866746,Healthy
ID935241,Business
ID936788,Business
ID676476,Business
ID519855,Healthy
ID183966,Onetime
ID991083,Onetime
ID650765,Onetime
ID802181,Business
ID280893,Onetime
ID110010,Healthy
ID818686,Healthy
ID116202,Healthy
ID657661,Retirement
ID404174,Onetime
ID817650,Healthy
ID157281,Onetime
ID105175,Healthy
ID835231,Retirement
ID690061,Healthy
ID221737,Healthy
ID590290,Retirement
ID342983,Retirement
ID930428,Healthy
ID376040,Onetime
ID701618,Healthy
ID571803,Business
ID816082,Retirement
ID146170,Business
ID218752,Retirement
ID953006,Healthy
ID449522,Onetime
ID700330,Healthy
ID396967,Retirement
ID176894,Healthy
ID349447,Onetime
ID775870,Onetime
ID728501,Healthy
ID069091,Healthy
ID336555,Retirement
ID173929,Onetime
ID587238,Retirement
ID931998,Onetime
ID568462,Onetime
ID419383,Retirement
ID744118,Onetime
ID019859,Business
ID776421,Business
ID975058,Onetime
ID212910,Business
ID375441,Retirement
ID158566,Business
ID540602,Business
ID207111,Onetime
ID447424,Onetime
ID989970,Healthy
ID292373,Healthy
ID523304,Healthy
ID721122,Onetime
ID151441,Retirement
ID790193,Business
ID959947,Onetime
ID169165,Onetime
ID226120,Retirement
ID775927,Onetime
ID299740,Onetime
ID338157,Healthy
ID221885,Business
ID299485,Business
ID857840,Onetime
ID111801,Onetime
ID653144,Onetime
ID972633,Retirement
ID107700,Business
ID198218,Retirement
ID807183,Business
ID256080,Business
ID865622,Onetime
ID586418,Retirement
ID472988,Business
ID475203,Healthy
ID891785,Retirement
ID640555,Healthy
ID755089,Onetime
ID889128,Business
ID094953,Healthy
ID372372,Business
ID252769,Healthy
ID874989,Business
ID263269,Healthy
ID863025,Retirement
ID265769,Retirement
ID589920,Retirement
ID603292,Business
ID156410,Onetime
ID532691,Healthy
ID786770,Business
ID149891,Healthy
ID768926,Onetime
ID607502,Retirement
ID351699,Onetime
ID790589,Onetime
ID268630,Healthy
ID838193,Healthy
ID507834,Business
ID781299,Onetime
ID231592,Onetime
ID556800,Onetime
ID843384,Onetime
ID841813,Onetime
ID809318,Business
ID625353,Business
ID689814,Onetime
ID471340,Healthy
ID062254,Onetime
ID997245,Retirement
ID351295,Healthy
ID868744,Business
ID273770,Onetime
ID420348,Onetime
ID080863,Healthy
ID636109,Healthy
ID898441,Retirement
ID152899,Healthy
ID767212,Onetime
ID183753,Onetime
ID485758,Healthy
ID018561,Healthy
ID572139,Onetime
ID694003,Retirement
ID228026,Retirement
ID993277,Healthy
ID446237,Onetime
ID187105,Onetime
ID092373,Retirement
ID915460,Healthy
ID032324,Healthy
ID785899,Retirement
ID967292,Healthy
ID209070,Retirement
ID371575,Business
ID784801,Business
ID593746,Retirement
ID974275,Business
ID140598,Healthy
ID600422,Onetime
ID371080,Retirement
ID143807,Business
ID090105,Onetime
ID188188,Business
ID450731,Healthy
ID603631,Healthy
ID837647,Healthy
ID363837,Onetime
ID513535,Retirement
ID551100,Business
ID430521,Onetime
ID961115,Onetime
ID887729,Onetime
ID075205,Retirement
ID226432,Onetime
ID762526,Onetime
ID488587,Healthy
ID924878,Business
ID333479,Onetime
ID064135,Business
ID045438,Onetime
ID680077,Business
ID904467,Business
ID882175,Business
ID608640,Retirement
ID543205,Retirement
ID745123,Business
ID025304,Onetime
ID892006,Onetime
ID412260,Onetime
ID825714,Healthy
ID107987,Onetime
ID159601,Retirement
ID156699,Healthy
ID243956,Onetime
ID802197,Retirement
ID151511,Healthy
ID260208,Onetime
ID462844,Business
ID646362,Retirement
ID198374,Business
ID563116,Retirement
ID492533,Business
ID836019,Healthy
ID505787,Business
ID167627,Healthy
ID677126,Business
ID067347,Onetime
ID295600,Business
ID266104,Business
ID769444,Retirement
ID084114,Healthy
ID129492,Onetime
ID233738,Healthy
ID111716,Onetime
ID793718,Onetime
ID209763,Onetime
ID664656,Business
ID756101,Onetime
ID739459,Retirement
ID259478,Onetime
ID931732,Healthy
ID988653,Healthy
ID716282,Onetime
ID149043,Healthy
ID633513,Retirement
ID713163,Retirement
ID767468,Healthy
ID795885,Onetime
ID852036,Onetime
ID558887,Retirement
ID273325,Healthy
ID808243,Healthy
ID365846,Onetime
ID256073,Healthy
ID055189,Retirement
ID958978,Healthy
ID029271,Retirement
ID457294,Business
ID077665,Onetime
ID943806,Healthy
ID128270,Onetime
ID097194,Healthy
ID892877,Healthy
ID151094,Onetime
ID308946,Onetime
ID918528,Retirement
ID862028,Onetime
ID459276,Onetime
ID570671,Onetime
ID937389,Healthy
ID176362,Healthy
ID184052,Onetime
ID480662,Retirement
ID490619,Healthy
ID160184,Healthy
ID202490,Healthy
ID568367,Retirement
ID032809,Business
ID492955,Retirement
ID335662,Healthy
ID379224,Business
ID071266,Onetime
ID550440,Business
ID559089,Healthy
ID365638,Retirement
ID580030,Retirement
ID329235,Healthy
ID867628,Onetime
ID703233,Retirement
ID936001,Retirement
ID612489,Retirement
ID422487,Onetime
ID111318,Onetime
ID255779,Retirement
ID380734,Retirement
ID301494,Onetime
ID578160,Retirement
ID722563,Healthy
ID405694,Onetime
ID830642,Healthy
ID394209,Onetime
ID428066,Onetime
ID079109,Onetime
ID640258,Onetime
ID068084,Healthy
ID654141,Business
ID774797,Healthy
ID065952,Onetime
ID058494,Onetime
ID735206,Healthy
ID124543,Onetime
ID269745,Onetime
ID417775,Onetime
ID600148,Healthy
ID302475,Onetime
ID116974,Onetime
ID253356,Healthy
ID431777,Healthy
ID001866,Onetime
ID794530,Business
ID022090,Healthy
ID595992,Onetime
ID061690,Business
ID192263,Onetime
ID181255,Onetime
ID583730,Healthy
ID133620,Business
ID641623,Healthy
ID197674,Business
ID264428,Retirement
ID054503,Onetime
ID477724,Onetime
ID445937,Onetime
ID611948,Onetime
ID615242,Onetime
ID312282,Retirement
ID431438,Retirement
ID497382,Healthy
ID029415,Onetime
ID586422,Onetime
ID475054,Onetime
ID323313,Retirement
ID946803,Retirement
ID698182,Onetime
ID230893,Onetime
ID834727,Business
ID217143,Healthy
ID393358,Business
ID061324,Healthy
ID513308,Healthy
ID359882,Healthy
ID629796,Retirement
ID315383,Onetime
ID135395,Healthy
ID217837,Business
ID226774,Onetime
ID227879,Onetime
ID392576,Retirement
ID018114,Onetime
ID800417,Retirement
ID132799,Healthy
ID116830,Retirement
ID239440,Onetime
ID321576,Healthy
ID914772,Retirement
ID374404,Onetime
ID600240,Healthy
ID936195,Healthy
ID678569,Retirement
ID766539,Business
ID453389,Business
ID331707,Onetime
ID847624,Onetime
ID611967,Healthy
ID005622,Healthy
ID007124,Healthy
ID182150,Healthy
ID277457,Business
ID907383,Onetime
ID776819,Retirement
ID340905,Onetime
ID031407,Healthy
ID108889,Retirement
ID446259,Onetime
ID990868,Business
ID283174,Onetime
ID534141,Healthy
ID292329,Business
ID866338,Retirement
ID243472,Business
ID849838,Retirement
ID548527,Business
ID894935,Retirement
ID183063,Healthy
ID022357,Retirement
ID877548,Onetime
ID567595,Retirement
ID244055,Onetime
ID412512,Business
ID888256,Healthy
ID329311,Retirement
ID063625,Onetime
ID442430,Onetime
ID009355,Business
ID422694,Retirement
ID168517,Healthy
ID766620,Healthy
ID675101,Onetime
ID663545,Healthy
ID454582,Onetime
ID930392,Onetime
ID024793,Healthy
ID770478,Onetime
ID285641,Onetime
ID454936,Healthy
ID327406,Business
ID708303,Onetime
ID411840,Business
ID266983,Healthy
ID949240,Onetime
ID654306,Healthy
ID585472,Onetime
ID394463,Onetime
ID530612,Business
ID490547,Retirement
ID533008,Retirement
ID063153,Healthy
ID514597,Retirement
ID390538,Onetime
ID458166,Business
ID686766,Onetime
ID766340,Healthy
ID551779,Healthy
ID514423,Healthy
ID330900,Onetime
ID068371,Retirement
ID675907,Onetime
ID417983,Business
ID431458,Onetime
ID003175,Onetime
ID274016,Business
ID168400,Retirement
ID947899,Onetime
ID110845,Healthy
ID124582,Healthy
ID006604,Business
ID235723,Retirement
ID334355,Healthy
ID720678,Business
ID734736,Healthy
ID751629,Retirement
ID434821,Onetime
ID275143,Healthy
ID403492,Retirement
ID115485,Business
ID700723,Business
ID730279,Healthy
ID445987,Onetime
ID414690,Retirement
ID210725,Onetime
ID092956,Retirement
ID515168,Retirement
ID158433,Onetime
ID623577,Healthy
ID470031,Onetime
ID036974,Onetime
ID661350,Retirement
ID288223,Healthy
ID506123,Onetime
ID021227,Business
ID948710,Retirement
ID148749,Retirement
ID655819,Business
ID054164,Retirement
ID218083,Healthy
ID993665,Healthy
ID070047,Onetime
ID743981,Healthy
ID530030,Onetime
ID085448,Retirement
ID589983,Business
ID512513,Business
ID641582,Retirement
ID947641,Retirement
ID261078,Retirement
ID286917,Healthy
ID663104,Onetime
ID841180,Healthy
ID222879,Onetime
ID274435,Onetime
ID315821,Onetime
ID412095,Onetime
ID410732,Onetime
ID667926,Onetime
ID693144,Retirement
ID354977,Healthy
ID292256,Onetime
ID250794,Onetime
ID852157,Business
ID606699,Onetime
ID981191,Business
ID809364,Healthy
ID670581,Business
ID871671,Retirement
ID749017,Retirement
ID906328,Onetime
ID602176,Onetime
ID816273,Business
ID454487,Healthy
ID710296,Healthy
ID527568,Onetime
ID332717,Onetime
ID802403,Business
ID947424,Onetime
ID522102,Business
ID479820,Healthy
ID291664,Business
ID760920,Business
ID926996,Onetime
ID747239,Onetime
ID070200,Onetime
ID882507,Onetime
ID107057,Business
ID926724,Onetime
ID484269,Onetime
ID608086,Onetime
ID937634,Healthy
ID445006,Onetime
ID468875,Onetime
ID286706,Onetime
ID030440,Onetime
ID702253,Healthy
ID676788,Business
ID577787,Business
ID963004,Onetime
ID270519,Onetime
ID655080,Business
ID977262,Business
ID049155,Retirement
ID416744,Retirement
ID511396,Onetime
ID124853,Healthy
ID546197,Healthy
ID019670,Onetime
ID256610,Healthy
ID781516,Healthy
ID007502,Healthy
ID174357,Onetime
ID112089,Onetime
ID985687,Healthy
ID483658,Healthy
ID989370,Retirement
ID931955,Healthy
ID580553,Retirement
ID335588,Onetime
ID329149,Healthy
ID969661,Retirement
ID582493,Onetime
ID406764,Onetime
ID284121,Healthy
ID771082,Business
ID972669,Healthy
ID753867,Healthy
ID760193,Healthy
ID479071,Business
ID312736,Healthy
ID546254,Retirement
ID662852,Business
ID064629,Onetime
ID921992,Onetime
ID213543,Onetime
ID709111,Healthy
ID365551,Business
ID113186,Onetime
ID461791,Retirement
ID304660,Retirement
ID164279,Onetime
ID098615,Onetime
ID638150,Onetime
ID447623,Onetime
ID247597,Business
ID051797,Business
ID735933,Onetime
ID512763,Healthy
ID738512,Healthy
ID000985,Healthy
ID620277,Business
ID463521,Healthy
ID583170,Retirement
ID647300,Retirement
ID464225,Onetime
ID077103,Onetime
ID511169,Retirement
ID145908,Onetime
ID261884,Onetime
ID746646,Business
ID148766,Onetime
ID610664,Onetime
ID775304,Business
ID130100,Onetime
ID860092,Business
ID492638,Healthy
ID063438,Retirement
ID165526,Onetime
ID317103,Business
ID695358,Onetime
ID381812,Business
ID497881,Onetime
ID633777,Business
ID501769,Business
ID774436,Business
ID621109,Business
ID264087,Retirement
ID565538,Retirement
ID901709,Onetime
ID782946,Onetime
ID622584,Business
ID707247,Retirement
ID068095,Healthy
ID449425,Healthy
ID546280,Business
ID382287,Business
ID843663,Onetime
ID673354,Healthy
ID105346,Retirement
ID003204,Retirement
ID597268,Onetime
ID422893,Onetime
ID989721,Retirement
ID821779,Retirement
ID937541,Retirement
ID998618,Onetime
ID167984,Healthy
ID202450,Onetime
ID620399,Business
ID640319,Healthy
ID712189,Onetime
ID811983,Healthy
ID470412,Business
ID067434,Business
ID805526,Onetime
ID896953,Onetime
ID514978,Retirement
ID514501,Retirement
ID379099,Onetime
ID508823,Business
ID292302,Business
ID562701,Onetime
ID066088,Onetime
ID726388,Healthy
ID246962,Onetime
ID130497,Business
ID251984,Onetime
ID939290,Business
ID451952,Business
ID913264,Retirement
ID103375,Onetime
ID950442,Retirement
ID281971,Retirement
ID708481,Business
ID776288,Retirement
ID923996,Healthy
ID777885,Retirement
ID210221,Business
ID932418,Onetime
ID027947,Healthy
ID068179,Onetime
ID036262,Onetime
ID092211,Retirement
ID205252,Healthy
ID939668,Healthy
ID875438,Business
ID176124,Retirement
ID790659,Onetime
ID118100,Onetime
ID439162,Onetime
ID335171,Onetime
ID434588,Onetime
ID385434,Onetime
ID608539,Onetime
ID399659,Retirement
ID821206,Healthy
ID601728,Healthy
ID338064,Onetime
ID327918,Onetime
ID085247,Business
ID679267,Onetime
ID841147,Retirement
ID173308,Onetime
ID784308,Onetime
ID518015,Onetime
ID324732,Onetime
ID793035,Onetime
ID743669,Business
ID227515,Onetime
ID252920,Onetime
ID334549,Onetime
ID620881,Onetime
ID612500,Onetime
ID821918,Retirement
ID652055,Healthy
ID295468,Business
ID646808,Onetime
ID053448,Onetime
ID890635,Retirement
ID404398,Onetime
ID321667,Retirement
ID611177,Healthy
ID803890,Onetime
ID720960,Onetime
ID614094,Retirement
ID174959,Healthy
ID403406,Onetime
ID757805,Healthy
ID164839,Business
ID596572,Business
ID007948,Onetime
ID168470,Retirement
ID458524,Onetime
ID415400,Onetime
ID516793,Onetime
ID742255,Retirement
ID469512,Onetime
ID482273,Business
ID965821,Retirement
ID956250,Business
ID324043,Onetime
ID971633,Onetime
ID670726,Business
ID443908,Onetime
ID028529,Healthy
ID192840,Retirement
ID024373,Business
ID391855,Healthy
ID755149,Business
ID613507,Retirement
ID983840,Retirement
ID356949,Onetime
ID567091,Onetime
ID526870,Business
ID614590,Onetime
ID398705,Onetime
ID208362,Healthy
ID690864,Business
ID364373,Healthy
ID643265,Retirement
ID412657,Healthy
ID476924,Business
ID343779,Business
ID422709,Business
ID722220,Healthy
ID016621,Onetime
ID794483,Retirement
ID321705,Onetime
ID836775,Onetime
ID485058,Healthy
ID830221,Retirement
ID949444,Onetime
ID365667,Retirement
ID800559,Healthy
ID552140,Onetime
ID794795,Healthy
ID966628,Onetime
ID818957,Onetime
ID729545,Onetime
ID932371,Business
ID931931,Onetime
ID666348,Retirement
ID580457,Business
ID785611,Onetime
ID148127,Healthy
ID433377,Retirement
ID461677,Onetime
ID014886,Retirement
ID973426,Healthy
ID224917,Business
ID292115,Onetime
ID018232,Healthy
ID850559,Onetime
ID995597,Onetime
ID061846,Retirement
ID977814,Business
ID521610,Business
ID167698,Business
ID382851,Onetime
ID548857,Retirement
ID433713,Business
ID635925,Retirement
ID743633,Retirement
ID407815,Onetime
ID890401,Onetime
ID613901,Healthy
ID413584,Onetime
ID612951,Onetime
ID252605,Onetime
ID567513,Healthy
ID293829,Business
ID965112,Business
ID186885,Healthy
ID100494,Business
ID710447,Business
ID461513,Onetime
ID117273,Onetime
ID726993,Healthy
ID761119,Onetime
ID907845,Healthy
ID429056,Retirement
ID646733,Business
ID928022,Retirement
ID732131,Onetime
ID585219,Onetime
ID177790,Business
ID205116,Onetime
ID086130,Business
ID237913,Business
ID383204,Business
ID157926,Onetime
ID648076,Onetime
ID054944,Retirement
ID543653,Business
ID453149,Business
ID590875,Healthy
ID848370,Onetime
ID129905,Onetime
ID456254,Healthy
ID366710,Healthy
ID363243,Retirement
ID203718,Onetime
ID781352,Business
ID775670,Onetime
ID990236,Onetime
ID659979,Retirement
ID989399,Onetime
ID089874,Business
ID553087,Business
ID851583,Onetime
ID740417,Onetime
ID965690,Onetime
ID585838,Onetime
ID578302,Business
ID724331,Healthy
ID003140,Onetime
ID501007,Retirement
ID878330,Onetime
ID580803,Onetime
ID364236,Onetime
ID608834,Onetime
ID655484,Healthy
ID048558,Onetime
ID540742,Onetime
ID234934,Onetime
ID214273,Onetime
ID676906,Onetime
ID323676,Business
ID716241,Onetime
ID589531,Onetime
ID109923,Business
ID679797,Retirement
ID592887,Onetime
ID682565,Onetime
ID985919,Onetime
ID850740,Onetime
ID797457,Onetime
ID852375,Onetime
ID936731,Onetime
ID710369,Retirement
ID246906,Business
ID243873,Business
ID658139,Onetime
ID180731,Healthy
ID577803,Onetime
ID028912,Retirement
ID012389,Healthy
ID546183,Onetime
ID600356,Business
ID116558,Retirement
ID229686,Healthy
ID018107,Business
ID056763,Onetime
ID200802,Healthy
ID876341,Onetime
ID319874,Business
ID572606,Healthy
ID963658,Healthy
ID931061,Healthy
ID683918,Healthy
ID601761,Business
ID508598,Business
ID796715,Healthy
ID168544,Healthy
ID275305,Onetime
ID204513,Onetime
ID172148,Retirement
ID750739,Onetime
ID386778,Onetime
ID196151,Retirement
ID726226,Onetime
ID371867,Onetime
ID510075,Healthy
ID412645,Business
ID820782,Onetime
ID484161,Onetime
ID306312,Retirement
ID410064,Retirement
ID767624,Onetime
ID219079,Business
ID778251,Retirement
ID951285,Onetime
ID836133,Retirement
ID184042,Business
ID759518,Healthy
ID735285,Onetime
ID338313,Business
ID744141,Business
ID667189,Onetime
ID992506,Retirement
ID143256,Onetime
ID283347,Onetime
ID523243,Onetime
ID174188,Retirement
ID008236,Onetime
ID843185,Onetime
ID303508,Retirement
ID238480,Onetime
ID394568,Healthy
ID904999,Onetime
ID246545,Healthy
ID416605,Healthy
ID276992,Healthy
ID383428,Business
ID484745,Healthy
ID042371,Onetime
ID586254,Business
ID777426,Onetime
ID130669,Business
ID886461,Business
ID305273,Business
ID796761,Retirement
ID670017,Onetime
ID813271,Onetime
ID595454,Retirement
ID162464,Business
ID991416,Onetime
ID629644,Retirement
ID273776,Onetime
ID533614,Retirement
ID898938,Onetime
ID447193,Healthy
ID943573,Retirement
ID881808,Business
ID372155,Onetime
ID776234,Business
ID399558,Retirement
ID262082,Business
ID858674,Onetime
ID686296,Onetime
ID154372,Healthy
ID645471,Onetime
ID485904,Onetime
ID921173,Retirement
ID722307,Business
ID250974,Onetime
ID771447,Healthy
ID324573,Healthy
ID218488,Healthy
ID790496,Retirement
ID400972,Retirement
ID495332,Onetime
ID320247,Business
ID670822,Retirement
ID514919,Healthy
ID026540,Healthy
ID622355,Retirement
ID185849,Retirement
ID164312,Retirement
ID753989,Onetime
ID007060,Business
ID433462,Business
ID685499,Retirement
ID706424,Business
ID046194,Business
ID892356,Onetime
ID264273,Business
ID881836,Healthy
ID362789,Healthy
ID960802,Business
ID023378,Onetime
ID990509,Onetime
ID938404,Onetime
ID266532,Healthy
ID937428,Retirement
ID493690,Retirement
ID565316,Healthy
ID247834,Onetime
ID753213,Retirement
ID148078,Retirement
ID668967,Healthy
ID318479,Healthy
ID300116,Onetime
ID158387,Business
ID259696,Onetime
ID420792,Business
ID878852,Business
ID635363,Business
ID602738,Onetime
ID279314,Business
ID306462,Retirement
ID552390,Business
ID956440,Business
ID102130,Healthy
ID627258,Healthy
ID525580,Onetime
ID430987,Onetime
ID138601,Onetime
ID691592,Healthy
ID197577,Business
ID306705,Onetime
ID365221,Onetime
ID357447,Onetime
ID135711,Onetime
ID872221,Onetime
ID680395,Business
ID646200,Onetime
ID669827,Business
ID337918,Business
ID969339,Retirement
ID497029,Business
ID081502,Retirement
ID840397,Retirement
ID661321,Healthy
ID215360,Onetime
ID676613,Onetime
ID792212,Onetime
ID061782,Onetime
ID967337,Healthy
ID179565,Retirement
ID082403,Retirement
ID012328,Onetime
ID083548,Onetime
ID865770,Retirement
ID684464,Healthy
ID337909,Onetime
ID579990,Retirement
ID261842,Retirement
ID303420,Healthy
ID556102,Business
ID372280,Retirement
ID283499,Business
ID730178,Onetime
ID397595,Healthy
ID328196,Onetime
ID476279,Business
ID415612,Healthy
ID670901,Onetime
ID463000,Retirement
ID551597,Healthy
ID168932,Onetime
ID571512,Healthy
ID984076,Retirement
ID894043,Onetime
ID960107,Onetime
ID802410,Retirement
ID351969,Retirement
ID090189,Healthy
ID085869,Onetime
ID526435,Healthy
ID698203,Business
ID573560,Business
ID051139,Onetime
ID570339,Retirement
ID805608,Business
ID560214,Healthy
ID667639,Healthy
ID391859,Onetime
ID248872,Retirement
ID904696,Healthy
ID058854,Healthy
ID743244,Healthy
ID937396,Onetime
ID326728,Onetime
ID060178,Retirement
ID837292,Healthy
ID045971,Business
ID628674,Business
ID570823,Business
ID284564,Onetime
ID229285,Onetime
ID926726,Onetime
ID462528,Healthy
ID338342,Retirement
ID135493,Retirement
ID585178,Retirement
ID962508,Onetime
ID681901,Business
ID465996,Onetime
ID512867,Onetime
ID411137,Healthy
ID500100,Onetime
ID014246,Onetime
ID168747,Business
ID718676,Retirement
ID003311,Business
ID973487,Business
ID455852,Business
ID854279,Retirement
ID952916,Business
ID714462,Business
ID725532,Healthy
ID053016,Onetime
ID854046,Business
ID180085,Onetime
ID130938,Onetime
ID620491,Business
ID131368,Onetime
ID207332,Business
ID173996,Business
ID091432,Onetime
ID080889,Retirement
ID091637,Onetime
ID586734,Healthy
